file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-03-03-B0384-S01-E01-T01.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E01-T01.c3d,B0384,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2516,10.064,74,B0384,B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E01-T02.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E01-T02.c3d,B0384,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,2732,10.928,74,B0384,B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E02-T01.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E02-T01.c3d,B0384,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,2161,8.644,74,Tarcza|B0384,Tarcza|B0384,4,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E02-T02.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E02-T02.c3d,B0384,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,2393,9.572,74,Tarcza|B0384,Tarcza|B0384,4,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E03-T01.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E03-T01.c3d,B0384,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,3527,14.108,25,B0384|B0383,B0384|B0383,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E03-T02.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E03-T02.c3d,B0384,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,2144,8.576,25,B0384|B0383,B0384|B0383,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E04-T01.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E04-T01.c3d,B0384,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2992,11.968,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E04-T02.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E04-T02.c3d,B0384,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2176,8.704,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S01-E04-T03.c3d,atletas\B0384\2017-03-03-B0384-S01\2017-03-03-B0384-S01-E04-T03.c3d,B0384,S01,E04,T03,250.0,mm,deg,N,Nmm,W,382,2102,8.408,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0384-S02-E01-T01.c3d,atletas\B0384\2017-03-03-B0384-S02\2017-03-03-B0384-S02-E01-T01.c3d,B0384,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1988,7.952,74,B0384,B0384,0,28,True,True,True,True,True,True,True
