file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-02-20-B0375-S01-E01-T01.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E01-T01.c3d,B0375,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,1792,7.168,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E01-T02.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E01-T02.c3d,B0375,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1649,6.596,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E02-T01.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E02-T01.c3d,B0375,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1630,6.52,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E02-T02.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E02-T02.c3d,B0375,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1564,6.256,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E03-T01.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E03-T01.c3d,B0375,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2228,8.912,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E03-T02.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E03-T02.c3d,B0375,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,1680,6.72,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E04-T01.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E04-T01.c3d,B0375,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,3101,12.404,25,B0375|B0373,B0375|B0373,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S01-E04-T02.c3d,atletas\B0375\2017-02-20-B0375-S01\2017-02-20-B0375-S01-E04-T02.c3d,B0375,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2265,9.06,25,B0375|B0373,B0375|B0373,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E01-T01.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E01-T01.c3d,B0375,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,2334,9.336,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E01-T02.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E01-T02.c3d,B0375,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,2266,9.064,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E02-T01.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E02-T01.c3d,B0375,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1778,7.112,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E02-T02.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E02-T02.c3d,B0375,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1630,6.52,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E03-T01.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E03-T01.c3d,B0375,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,1861,7.444,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E03-T02.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E03-T02.c3d,B0375,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,1953,7.812,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E04-T01.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E04-T01.c3d,B0375,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2682,10.728,25,B0375|B0373,B0375|B0373,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S02-E04-T02.c3d,atletas\B0375\2017-02-20-B0375-S02\2017-02-20-B0375-S02-E04-T02.c3d,B0375,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,2552,10.208,25,B0375|B0373,B0375|B0373,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E01-T01.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E01-T01.c3d,B0375,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,1931,7.724,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E01-T02.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E01-T02.c3d,B0375,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,1915,7.66,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E02-T01.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E02-T01.c3d,B0375,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,2098,8.392,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E02-T02.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E02-T02.c3d,B0375,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1770,7.08,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E03-T01.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E03-T01.c3d,B0375,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,2433,9.732,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E03-T02.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E03-T02.c3d,B0375,S03,E03,T02,250.0,mm,deg,N,Nmm,W,382,2404,9.616,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E04-T01.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E04-T01.c3d,B0375,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,2248,8.992,25,B0375|B0373,B0375|B0373,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S03-E04-T02.c3d,atletas\B0375\2017-02-20-B0375-S03\2017-02-20-B0375-S03-E04-T02.c3d,B0375,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,2368,9.472,25,B0375|B0373,B0375|B0373,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S04-E01-T01.c3d,atletas\B0375\2017-02-20-B0375-S04\2017-02-20-B0375-S04-E01-T01.c3d,B0375,S04,E01,T01,250.0,mm,deg,N,Nmm,W,191,2134,8.536,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S04-E01-T02.c3d,atletas\B0375\2017-02-20-B0375-S04\2017-02-20-B0375-S04-E01-T02.c3d,B0375,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,2064,8.256,74,B0375,B0375,0,0,True,True,True,True,True,True,True
2017-02-20-B0375-S04-E02-T01.c3d,atletas\B0375\2017-02-20-B0375-S04\2017-02-20-B0375-S04-E02-T01.c3d,B0375,S04,E02,T01,250.0,mm,deg,N,Nmm,W,195,1805,7.22,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
2017-02-20-B0375-S04-E02-T02.c3d,atletas\B0375\2017-02-20-B0375-S04\2017-02-20-B0375-S04-E02-T02.c3d,B0375,S04,E02,T02,250.0,mm,deg,N,Nmm,W,195,1742,6.968,74,Tarcza|B0375,Tarcza|B0375,4,0,True,True,True,True,True,True,True
