file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-02-20-B0381-S01-E01-T01.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E01-T01.c3d,B0381,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,1891,7.564,74,B0381,B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E01-T02.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E01-T02.c3d,B0381,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1860,7.44,74,B0381,B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E02-T01.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E02-T01.c3d,B0381,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1493,5.972,74,Tarcza|B0381,Tarcza|B0381,4,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E02-T02.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E02-T02.c3d,B0381,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1410,5.64,74,Tarcza|B0381,Tarcza|B0381,4,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E03-T03.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E03-T03.c3d,B0381,S01,E03,T03,250.0,mm,deg,N,Nmm,W,382,2400,9.6,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E03-T04.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E03-T04.c3d,B0381,S01,E03,T04,250.0,mm,deg,N,Nmm,W,382,1745,6.98,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E04-T01.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E04-T01.c3d,B0381,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2720,10.88,25,B0381|B0380,B0381|B0380,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E04-T02.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E04-T02.c3d,B0381,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2606,10.424,25,B0381|B0380,B0381|B0380,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E04-T03.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E04-T03.c3d,B0381,S01,E04,T03,250.0,mm,deg,N,Nmm,W,382,1811,7.244,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S01-E04-T04.c3d,atletas\B0381\2017-02-20-B0381-S01\2017-02-20-B0381-S01-E04-T04.c3d,B0381,S01,E04,T04,250.0,mm,deg,N,Nmm,W,382,1772,7.088,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E01-T01.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E01-T01.c3d,B0381,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1851,7.404,74,B0381,B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E01-T02.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E01-T02.c3d,B0381,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1854,7.416,74,B0381,B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E02-T01.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E02-T01.c3d,B0381,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1854,7.416,74,Tarcza|B0381,Tarcza|B0381,4,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E02-T02.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E02-T02.c3d,B0381,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1686,6.744,74,Tarcza|B0381,Tarcza|B0381,4,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E03-T03.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E03-T03.c3d,B0381,S02,E03,T03,250.0,mm,deg,N,Nmm,W,382,4141,16.564,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E03-T04.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E03-T04.c3d,B0381,S02,E03,T04,250.0,mm,deg,N,Nmm,W,382,2534,10.136,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E04-T01.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E04-T01.c3d,B0381,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2407,9.628,25,B0381|B0380,B0381|B0380,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E04-T02.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E04-T02.c3d,B0381,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,2730,10.92,25,B0381|B0380,B0381|B0380,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E04-T03.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E04-T03.c3d,B0381,S02,E04,T03,250.0,mm,deg,N,Nmm,W,382,2438,9.752,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S02-E04-T04.c3d,atletas\B0381\2017-02-20-B0381-S02\2017-02-20-B0381-S02-E04-T04.c3d,B0381,S02,E04,T04,250.0,mm,deg,N,Nmm,W,382,2395,9.58,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E01-T01.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E01-T01.c3d,B0381,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,1740,6.96,74,B0381,B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E01-T02.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E01-T02.c3d,B0381,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,1979,7.916,74,B0381,B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E02-T01.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E02-T01.c3d,B0381,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,1844,7.376,74,Tarcza|B0381,Tarcza|B0381,4,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E02-T02.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E02-T02.c3d,B0381,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1656,6.624,74,Tarcza|B0381,Tarcza|B0381,4,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E03-T03.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E03-T03.c3d,B0381,S03,E03,T03,250.0,mm,deg,N,Nmm,W,382,2829,11.316,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E03-T04.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E03-T04.c3d,B0381,S03,E03,T04,250.0,mm,deg,N,Nmm,W,382,3069,12.276,25,B0381|B0382,B0381|B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E04-T01.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E04-T01.c3d,B0381,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,1968,7.872,25,B0381|B0380,B0381|B0380,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E04-T02.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E04-T02.c3d,B0381,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,1920,7.68,25,B0381|B0380,B0381|B0380,0,0,True,True,True,True,True,True,True
2017-02-20-B0381-S03-E04-T03.c3d,atletas\B0381\2017-02-20-B0381-S03\2017-02-20-B0381-S03-E04-T03.c3d,B0381,S03,E04,T03,250.0,mm,deg,N,Nmm,W,382,2497,9.988,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
