file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-02-20-B0382-S01-E01-T01.c3d,atletas\B0382\2017-02-20-B0382-S01\2017-02-20-B0382-S01-E01-T01.c3d,B0382,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,3223,12.892,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S01-E01-T02.c3d,atletas\B0382\2017-02-20-B0382-S01\2017-02-20-B0382-S01-E01-T02.c3d,B0382,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,3111,12.444,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S01-E02-T01.c3d,atletas\B0382\2017-02-20-B0382-S01\2017-02-20-B0382-S01-E02-T01.c3d,B0382,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1761,7.044,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S01-E02-T02.c3d,atletas\B0382\2017-02-20-B0382-S01\2017-02-20-B0382-S01-E02-T02.c3d,B0382,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1796,7.184,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S01-E04-T01.c3d,atletas\B0382\2017-02-20-B0382-S01\2017-02-20-B0382-S01-E04-T01.c3d,B0382,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2400,9.6,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S01-E04-T02.c3d,atletas\B0382\2017-02-20-B0382-S01\2017-02-20-B0382-S01-E04-T02.c3d,B0382,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,1745,6.98,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S02-E01-T01.c3d,atletas\B0382\2017-02-20-B0382-S02\2017-02-20-B0382-S02-E01-T01.c3d,B0382,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,2566,10.264,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S02-E01-T02.c3d,atletas\B0382\2017-02-20-B0382-S02\2017-02-20-B0382-S02-E01-T02.c3d,B0382,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,2373,9.492,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S02-E02-T01.c3d,atletas\B0382\2017-02-20-B0382-S02\2017-02-20-B0382-S02-E02-T01.c3d,B0382,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,2680,10.72,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S02-E02-T02.c3d,atletas\B0382\2017-02-20-B0382-S02\2017-02-20-B0382-S02-E02-T02.c3d,B0382,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,3684,14.736,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S02-E04-T01.c3d,atletas\B0382\2017-02-20-B0382-S02\2017-02-20-B0382-S02-E04-T01.c3d,B0382,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,4141,16.564,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S02-E04-T02.c3d,atletas\B0382\2017-02-20-B0382-S02\2017-02-20-B0382-S02-E04-T02.c3d,B0382,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,2534,10.136,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S03-E01-T01.c3d,atletas\B0382\2017-02-20-B0382-S03\2017-02-20-B0382-S03-E01-T01.c3d,B0382,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,2267,9.068,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S03-E01-T02.c3d,atletas\B0382\2017-02-20-B0382-S03\2017-02-20-B0382-S03-E01-T02.c3d,B0382,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,2193,8.772,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S03-E02-T01.c3d,atletas\B0382\2017-02-20-B0382-S03\2017-02-20-B0382-S03-E02-T01.c3d,B0382,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,2291,9.164,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S03-E02-T02.c3d,atletas\B0382\2017-02-20-B0382-S03\2017-02-20-B0382-S03-E02-T02.c3d,B0382,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,2519,10.076,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S03-E04-T01.c3d,atletas\B0382\2017-02-20-B0382-S03\2017-02-20-B0382-S03-E04-T01.c3d,B0382,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,2829,11.316,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S03-E04-T02.c3d,atletas\B0382\2017-02-20-B0382-S03\2017-02-20-B0382-S03-E04-T02.c3d,B0382,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,3069,12.276,25,B0381|B0382,B0381|B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S04-E01-T01.c3d,atletas\B0382\2017-02-20-B0382-S04\2017-02-20-B0382-S04-E01-T01.c3d,B0382,S04,E01,T01,250.0,mm,deg,N,Nmm,W,191,4124,16.496,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S04-E01-T02.c3d,atletas\B0382\2017-02-20-B0382-S04\2017-02-20-B0382-S04-E01-T02.c3d,B0382,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,2181,8.724,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S04-E02-T01.c3d,atletas\B0382\2017-02-20-B0382-S04\2017-02-20-B0382-S04-E02-T01.c3d,B0382,S04,E02,T01,250.0,mm,deg,N,Nmm,W,195,2761,11.044,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S04-E02-T02.c3d,atletas\B0382\2017-02-20-B0382-S04\2017-02-20-B0382-S04-E02-T02.c3d,B0382,S04,E02,T02,250.0,mm,deg,N,Nmm,W,195,2304,9.216,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S04-E04-T01.c3d,atletas\B0382\2017-02-20-B0382-S04\2017-02-20-B0382-S04-E04-T01.c3d,B0382,S04,E04,T01,250.0,mm,deg,N,Nmm,W,382,1386,5.544,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S04-E04-T02.c3d,atletas\B0382\2017-02-20-B0382-S04\2017-02-20-B0382-S04-E04-T02.c3d,B0382,S04,E04,T02,250.0,mm,deg,N,Nmm,W,382,2256,9.024,25,B0382|B0381,B0382|B0381,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S05-E01-T01.c3d,atletas\B0382\2017-02-20-B0382-S05\2017-02-20-B0382-S05-E01-T01.c3d,B0382,S05,E01,T01,250.0,mm,deg,N,Nmm,W,191,2597,10.388,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S05-E01-T02.c3d,atletas\B0382\2017-02-20-B0382-S05\2017-02-20-B0382-S05-E01-T02.c3d,B0382,S05,E01,T02,250.0,mm,deg,N,Nmm,W,191,2721,10.884,74,B0382,B0382,0,0,True,True,True,True,True,True,True
2017-02-20-B0382-S05-E02-T01.c3d,atletas\B0382\2017-02-20-B0382-S05\2017-02-20-B0382-S05-E02-T01.c3d,B0382,S05,E02,T01,250.0,mm,deg,N,Nmm,W,195,2831,11.324,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
2017-02-20-B0382-S05-E02-T02.c3d,atletas\B0382\2017-02-20-B0382-S05\2017-02-20-B0382-S05-E02-T02.c3d,B0382,S05,E02,T02,250.0,mm,deg,N,Nmm,W,195,2569,10.276,74,Tarcza|B0382,Tarcza|B0382,4,0,True,True,True,True,True,True,True
