file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-03-03-B0385-S01-E01-T01.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E01-T01.c3d,B0385,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,1838,7.352,74,B0385,B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E01-T02.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E01-T02.c3d,B0385,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,2555,10.22,74,B0385,B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E02-T01.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E02-T01.c3d,B0385,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,2525,10.1,74,Tarcza|B0385,Tarcza|B0385,4,0,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E02-T02.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E02-T02.c3d,B0385,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1596,6.384,74,Tarcza|B0385,Tarcza|B0385,4,0,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E03-T01.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E03-T01.c3d,B0385,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2992,11.968,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E03-T02.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E03-T02.c3d,B0385,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,2176,8.704,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E03-T03.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E03-T03.c3d,B0385,S01,E03,T03,250.0,mm,deg,N,Nmm,W,382,2102,8.408,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E04-T01.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E04-T01.c3d,B0385,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,3910,15.64,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0385-S01-E04-T02.c3d,atletas\B0385\2017-03-03-B0385-S01\2017-03-03-B0385-S01-E04-T02.c3d,B0385,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2114,8.456,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0385-S02-E01-T01.c3d,atletas\B0385\2017-03-03-B0385-S02\2017-03-03-B0385-S02-E01-T01.c3d,B0385,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,2047,8.188,74,B0385,B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0385-S02-E01-T02.c3d,atletas\B0385\2017-03-03-B0385-S02\2017-03-03-B0385-S02-E01-T02.c3d,B0385,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1912,7.648,74,B0385,B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0385-S02-E02-T01.c3d,atletas\B0385\2017-03-03-B0385-S02\2017-03-03-B0385-S02-E02-T01.c3d,B0385,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1723,6.892,74,Tarcza|B0385,Tarcza|B0385,4,0,True,True,True,True,True,True,True
2017-03-03-B0385-S02-E02-T02.c3d,atletas\B0385\2017-03-03-B0385-S02\2017-03-03-B0385-S02-E02-T02.c3d,B0385,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1621,6.484,74,Tarcza|B0385,Tarcza|B0385,4,0,True,True,True,True,True,True,True
2017-03-03-B0385-S02-E03-T01.c3d,atletas\B0385\2017-03-03-B0385-S02\2017-03-03-B0385-S02-E03-T01.c3d,B0385,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,2810,11.24,25,B0385|B0384,B0385|B0384,0,28,True,True,True,True,True,True,True
