file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-03-03-B0389-S01-E01-T01.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E01-T01.c3d,B0389,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,1468,5.872,74,B0389,B0389,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E01-T02.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E01-T02.c3d,B0389,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1258,5.032,74,B0389,B0389,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E02-T01.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E02-T01.c3d,B0389,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1577,6.308,74,Tarcza|B0389,Tarcza|B0389,4,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E02-T02.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E02-T02.c3d,B0389,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1398,5.592,74,Tarcza|B0389,Tarcza|B0389,4,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E03-T01.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E03-T01.c3d,B0389,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2150,8.6,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E03-T02.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E03-T02.c3d,B0389,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,2138,8.552,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E04-T01.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E04-T01.c3d,B0389,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2247,8.988,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S01-E04-T02.c3d,atletas\B0389\2017-03-03-B0389-S01\2017-03-03-B0389-S01-E04-T02.c3d,B0389,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,1499,5.996,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S02-E01-T01.c3d,atletas\B0389\2017-03-03-B0389-S02\2017-03-03-B0389-S02-E01-T01.c3d,B0389,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1829,7.316,74,B0389,B0389,0,0,True,True,True,True,True,True,True
2017-03-03-B0389-S02-E01-T02.c3d,atletas\B0389\2017-03-03-B0389-S02\2017-03-03-B0389-S02-E01-T02.c3d,B0389,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1504,6.016,74,B0389,B0389,0,0,True,True,True,True,True,True,True
