file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-01-31-B0367-S01-E01-T01.c3d,atletas\B0367\2017-01-31-B0367-S01\2017-01-31-B0367-S01-E01-T01.c3d,B0367,S01,E01,T01,200.0,mm,deg,N,Nmm,W,218,1815,9.075,101,B0367,B0367,0,0,True,True,True,True,True,True,True
2017-01-31-B0367-S01-E02-T01.c3d,atletas\B0367\2017-01-31-B0367-S01\2017-01-31-B0367-S01-E02-T01.c3d,B0367,S01,E02,T01,200.0,mm,deg,N,Nmm,W,224,1821,9.105,101,Tarcza|B0367,Tarcza|B0367,6,0,True,True,True,True,True,True,True
2017-01-31-B0367-S01-E02-T02.c3d,atletas\B0367\2017-01-31-B0367-S01\2017-01-31-B0367-S01-E02-T02.c3d,B0367,S01,E02,T02,200.0,mm,deg,N,Nmm,W,224,1629,8.145,101,Tarcza|B0367,Tarcza|B0367,6,0,True,True,True,True,True,True,True
2017-01-31-B0367-S01-E04-T01.c3d,atletas\B0367\2017-01-31-B0367-S01\2017-01-31-B0367-S01-E04-T01.c3d,B0367,S01,E04,T01,200.0,mm,deg,N,Nmm,W,409,2464,12.32,25,B0368|B0367,B0368|B0367,0,0,True,True,True,True,True,True,True
2017-01-31-B0367-S01-E04-T02.c3d,atletas\B0367\2017-01-31-B0367-S01\2017-01-31-B0367-S01-E04-T02.c3d,B0367,S01,E04,T02,200.0,mm,deg,N,Nmm,W,409,1850,9.25,25,B0368|B0367,B0368|B0367,0,0,True,True,True,True,True,True,True
2017-01-31-B0367-S02-E01-T01.c3d,atletas\B0367\2017-01-31-B0367-S02\2017-01-31-B0367-S02-E01-T01.c3d,B0367,S02,E01,T01,200.0,mm,deg,N,Nmm,W,218,1751,8.755,101,B0367,B0367,0,0,True,True,True,True,True,True,True
2017-01-31-B0367-S02-E01-T02.c3d,atletas\B0367\2017-01-31-B0367-S02\2017-01-31-B0367-S02-E01-T02.c3d,B0367,S02,E01,T02,200.0,mm,deg,N,Nmm,W,218,1918,9.59,101,B0367,B0367,0,0,True,True,True,True,True,True,True
2017-01-31-B0367-S02-E02-T01.c3d,atletas\B0367\2017-01-31-B0367-S02\2017-01-31-B0367-S02-E02-T01.c3d,B0367,S02,E02,T01,200.0,mm,deg,N,Nmm,W,224,1597,7.985,101,Tarcza|B0367,Tarcza|B0367,6,0,True,True,True,True,True,True,True
2017-01-31-B0367-S02-E02-T02.c3d,atletas\B0367\2017-01-31-B0367-S02\2017-01-31-B0367-S02-E02-T02.c3d,B0367,S02,E02,T02,200.0,mm,deg,N,Nmm,W,224,1751,8.755,101,Tarcza|B0367,Tarcza|B0367,6,0,True,True,True,True,True,True,True
2017-01-31-B0367-S02-E04-T01.c3d,atletas\B0367\2017-01-31-B0367-S02\2017-01-31-B0367-S02-E04-T01.c3d,B0367,S02,E04,T01,200.0,mm,deg,N,Nmm,W,409,1639,8.195,25,B0368|B0367,B0368|B0367,0,0,True,True,True,True,True,True,True
