file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-02-20-B0378-S01-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E01-T01.c3d,B0378,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2041,8.164,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E01-T02.c3d,B0378,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1873,7.492,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E02-T01.c3d,B0378,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1574,6.296,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E02-T02.c3d,B0378,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1731,6.924,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E03-T01.c3d,B0378,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2215,8.86,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E03-T02.c3d,B0378,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,1897,7.588,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E04-T01.c3d,B0378,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2380,9.52,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E04-T02.c3d,B0378,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2132,8.528,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E01-T01.c3d,B0378,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1762,7.048,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E01-T02.c3d,B0378,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1777,7.108,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E02-T01.c3d,B0378,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1671,6.684,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E02-T02.c3d,B0378,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1665,6.66,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E03-T01.c3d,B0378,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,1963,7.852,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E03-T02.c3d,B0378,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,2632,10.528,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E04-T01.c3d,B0378,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2308,9.232,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E04-T02.c3d,B0378,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,1872,7.488,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E01-T01.c3d,B0378,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,1704,6.816,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E01-T02.c3d,B0378,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,1510,6.04,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E02-T01.c3d,B0378,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,1502,6.008,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E02-T02.c3d,B0378,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1660,6.64,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E03-T01.c3d,B0378,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,1824,7.296,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
