file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-03-28-B0400-S01-E01-T01.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E01-T01.c3d,B0400,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,4180,16.72,74,B0400,B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E01-T02.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E01-T02.c3d,B0400,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,2346,9.384,74,B0400,B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E02-T01.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E02-T01.c3d,B0400,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1850,7.4,74,Tarcza|B0400,Tarcza|B0400,4,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E02-T02.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E02-T02.c3d,B0400,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,2158,8.632,74,Tarcza|B0400,Tarcza|B0400,4,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E03-T01.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E03-T01.c3d,B0400,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,3260,13.04,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E03-T02.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E03-T02.c3d,B0400,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,4058,16.232,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E04-T01.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E04-T01.c3d,B0400,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2572,10.288,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S01-E04-T02.c3d,atletas\B0400\2017-03-28-B0400-S01\2017-03-28-B0400-S01-E04-T02.c3d,B0400,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,3189,12.756,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E01-T01.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E01-T01.c3d,B0400,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,2169,8.676,74,B0400,B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E01-T02.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E01-T02.c3d,B0400,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,2055,8.22,74,B0400,B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E02-T01.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E02-T01.c3d,B0400,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,2141,8.564,74,Tarcza|B0400,Tarcza|B0400,4,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E02-T02.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E02-T02.c3d,B0400,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1905,7.62,74,Tarcza|B0400,Tarcza|B0400,4,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E03-T01.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E03-T01.c3d,B0400,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,3031,12.124,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E03-T02.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E03-T02.c3d,B0400,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,2204,8.816,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
2017-03-28-B0400-S02-E04-T01.c3d,atletas\B0400\2017-03-28-B0400-S02\2017-03-28-B0400-S02-E04-T01.c3d,B0400,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2004,8.016,25,B0401|B0400,B0401|B0400,0,0,True,True,True,True,True,True,True
