file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-02-20-B0374-S01-E01-T01.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E01-T01.c3d,B0374,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2498,9.992,74,B0374,B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E01-T02.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E01-T02.c3d,B0374,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1651,6.604,74,B0374,B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E02-T01.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E02-T01.c3d,B0374,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1747,6.988,74,Tarcza|B0374,Tarcza|B0374,4,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E02-T02.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E02-T02.c3d,B0374,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,2196,8.784,74,Tarcza|B0374,Tarcza|B0374,4,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E03-T01.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E03-T01.c3d,B0374,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,1972,7.888,25,B0376|B0374,B0376|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E03-T02.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E03-T02.c3d,B0374,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,1811,7.244,25,B0376|B0374,B0376|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E04-T01.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E04-T01.c3d,B0374,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2228,8.912,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S01-E04-T02.c3d,atletas\B0374\2017-02-20-B0374-S01\2017-02-20-B0374-S01-E04-T02.c3d,B0374,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,1680,6.72,25,B0375|B0374,B0375|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S02-E01-T01.c3d,atletas\B0374\2017-02-20-B0374-S02\2017-02-20-B0374-S02-E01-T01.c3d,B0374,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,3648,14.592,74,B0374,B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0374-S02-E01-T02.c3d,atletas\B0374\2017-02-20-B0374-S02\2017-02-20-B0374-S02-E01-T02.c3d,B0374,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1560,6.24,74,B0374,B0374,0,0,True,True,True,True,True,True,True
